Cod.,Ativo,3. Idade,4. Genero,5. Regiao,6. Estado,7. Cidade,8. Religiao,Religiao_codificado(8),9. Vinculo,10. Nome_da_ONG,11. Nome_da_CEUA,CEUA_unificada(11),12. Instituicao,13. Departamento,14. Natureza_Inst,15. Representante_SPA,16. Quant_membros_CEUA,17. No_licencas_recusadas,18. No_consultores_adhoc,19. Freq_cursos,20. Outros_encontros,21. Metodo_decisao,22. Periodicidade_das_reunioes,23. SPA_assume_relatoria,24. Opiniao_SPA_deve_assumir_relatoria,25. Justifique_dever_assumir_relatoria_aberta,Justifique_dever_assumir_relatoria_codificado(25),26. SPA_deve_ter_formacao,27. Justifique_SPA_deve_ter_formacao_aberta,Justifique_SPA_deve_ter_formacao_aberta_codificado(27),28. Papel_na_CEUA,Papel_na_CEUA_codificado(28),29. Area_formacao_academica,Area_formacao_academica_unificado(29),30. Escolaridade,31. Area_em_que_usa_animais_lista,32. Funcao_administrativa_na_CEUA,Funcao_administrativa_na_CEUA_codificado(32),33. Tempo_de_CEUA,"tempo_de_CEUA_em_anos_avg(33,34)",34. Tempo_de_CEUA_acima_4_anos,35. Conhecimento_formal_em_etica_escala,36. Ensino_de_etica_na_sua_formação_escala,37. Ensino_de_bem-estar_animal_na_sua_formacao_escala,38. Disciplinas_cursadas_na_graduacao_lista,Disciplinas_cursadas_no_Mestrado_lista,Disciplinas_cursadas_no_Doutorado_lista,Disciplinas_cursadas_na_Especialização_lista,Disciplinas_cursadas_em_Curso_de_Extensão_lista,39. Aptidao_para_avaliacoes_eticas_escala,40. Aptidao_para_avaliacoes_de_bem-estar_animal_escala,41. Dificuldade_em_compreender_protocolos,42. Necessidade_de_uso_de_modelos_animais_escala,43. Necessidade_de_uso_de_animais_na_alimentacao_escala,44. Experimentacao_animal_e_um_mal_necessario,45. Justifique_experimentacao_animal_ser_mal_necessario_aberta,Justifique_experimentacao_animal_ser_mal_necessario_codificado(45),46. Experimentos_cientificos_implicam_sofrimento_animal_escala,47. Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_aberta,Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_codificada(47),48. Formas_aceitaveis_de_uso_de_animais_lista,49. Grau_de_sofrimento_dos_animais_escala,50. Vegano_ou_vegetariano_binario,"51. Termos_sobre_o_papel_dos_animais
_fechada",52. Termo_sobre_o_papel_dos_animais_aberta,53. Vontade_para_manifestar_posicionamento,54. Sente-se_discriminado_nas_reunioes,55. Suas_colocacoes_sao_respeitadas,56. Ha_resistencia_as_suas_propostas,57. Demais_membros_atribuem_o_mesmo_nivel_de_preocupacao,58. Sente-se_estressado_nas_reunioes,59. Receio_de_aceitar_ou_rejeitar_protocolo,60. Membros_tem_receio_de_rejeitar_protocolos,61. Ao_avaliar_projeto_de_membro_ele_deve_se_ausentar,62. Membros_que_pesquisam_com_modelos_animais_minimizam_o_sofrimento_deles,63. O_quanto_a_CEUA_se_baseia_no_principio_dos_3Rs_escala,64. Comentario_sobre_CEUAs
290,True,Entre 41 e 50 anos,Feminino,Centro-oeste,MS,Campo Grande,ESPIRITUALISTA,6,Não,,Comissão de Ética no uso de Animais - CEUA,UCDB_ITAJAÍ,UNIVERSIDADE CATÓLICA DOM BOSCO,PRÓ-REITORIA DE PESQUISA E PÓS-GRADUAÇÃO,Privada,"Sim, apenas titular",Entre 15 e 19,Não sei dizer,Não sei dizer,Frequentemente,Raramente,Votação e consenso,Uma vez por mês,Não sei dizer,Sim,"Sim, eles podem, desde que apresentem a relatoria com bases científicas e que possuam conhecimento, bem como atuem ativamente na área.",3,Sim,"Justifico a resposta por entender que a Comissão de Ética no uso de Animais - CEUA, pois a comissão objetiva avaliar todos os protocolos de pesquisa e aulas envolvendo animais em instituições de ensino e pesquisa. Entendo que um representante que não passou pela graduação pode contribuir muito pouco, pois o entendimento se torna mais complexo, uma vez que ele não viveu a experiência do ensino superior. Para os projetos de pesquisa entendo que a compreensão do saber científico é imprescindível para o excelente desenvolvimento da comissão e principalmente o bem-estar dos animais.",1,Docente,3,MEDICINA VETERINÁRIA,Veterinária,Mestrado,Ensino,Não ocupo nenhuma função administrativa,2,De 1 ano a 1 ano e meio,1.25,,5,5,0,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Filosofia moral,5,5,Nunca,0,0,Não,"Não considero necessário o uso de modelos animais para o avanço da ciência, uma vez que temos protocolos alternativos ao uso de animais e também por entender que cada espécie é única e cada ser é único e responde de forma complexa e específica.",2,5,"Entendo que a experimentação animal traz problemas morais, pois o aspecto moral está presente porque há necessariamente um “outro” afetado nas pesquisas, que é o animal. Nesse sentido, o que considero importante para que a avaliação de danos e benefícios seja feita de forma adequada é que a pesquisa que utilize o animal seja para o bem comum do planeta, ou seja, precisa ser de uma relevância imensa e inicie somente após todos os métodos alternativos serem excluídos (não há outra forma). Há vários métodos alternativos recomendados pelo Centro Brasileiro de Validação de Métodos Alternativos (BraCVAM) com a finalidade de reduzir, substituir ou refinar o uso de animais em atividades de pesquisa. Os danos com a pesquisa precisam superar o beneficio do resultado, caso contrário não deverá ocorrer.",3,Não considero aceitável nenhuma forma de uso de animais,3,Sim,Participantes de pesquisa,,3,Nunca,Frequentemente,Raramente,Frequentemente,Raramente,Nunca,Raramente,Sim,Não tenho opinião sobre isso,5,"Entendo que houve uma melhora desde a criação da comissão da qual faço parte, em junho de 2010. Passamos por vários processos ao longo dos anos. Eu participei desde o início e pude sentir uma resistência por parte dos docentes e pesquisadores, entretanto, a comissão trabalhou incessante a informação, o objetivo e a importância por meio de capacitações e disciplinas implementadas nos curso de graduação e pós-graduação. Estive afastada por algum tempo e retornei como suplente. Encontrei uma comissão mais robusta e consciente, o que me deixou mais feliz. Percebo que apesar de trabalharmos os objetivos e o princípio dos 3Rs, as pesquisas e as aulas na área de produção animal, bem como, as pesquisas com moléculas e as pesquisas relacionadas a saúde humana seguem com uma ampla utilização de animais. Ainda vejo a necessidade de conscientizar os pesquisadores dessas áreas para a completa substituição. Pesquisas como estas que estamos respondendo favorecem o trabalho."
291,True,Entre 41 e 50 anos,Feminino,Nordeste,SE,Aracaju,Sem religião,5,Não,,cepap,UFS_ZOOTECNIA,universidade federal de sergipe,departamento de zootecnia,Pública,Não há representante da sociedade protetora de animais,Entre 10 e 14,0,0,Raramente,Nunca,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Sim,desde que tenha as mesmas condições de conhecimento (sobre o tema) dos demais membros,3,Sim,necessario conhecimento técnico-cientifico e  integrado (ou multidisciplinar) para realização de pareceres,1,Pesquisador(a),7,zootecnista,Zootecnia,Doutorado,"Ensino, Pesquisas agropecuárias, desempenho , comportamento animal e bem-estar animal",Coordenador,1,Acima de 4 anos,6,6 anos,4,0,0,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,3,4,Raramente,1,1,Não sei dizer,"ainda se ""faz"" necessario devido a falta de investimentos em modelos que substituem animais. Ja existem modelos que atendem a essa finalidade e que podem promover mudança cultural na necessidade de utilizar animais, quanto mais modelos (comprovados e reconhecidos) forem usados (necessidade de fomento e estimulo dos gestores) mais cedo naturalizaremos a substituição dos animais. Ha necessidade de esclarecer melhor, para sociedade e pesquisadores, se há e qual o o real prejuízo para as pesquisas quando deixamos de utilizar animais.",6,5,ampliar investimento publico  em modelos que substituem animais afim de produzir mais modelos que tragam respostas biologicas. (ampliar investimento em ciência e tecnologia),4,"Produção de alimentos/agropecuária, Pesquisa básica, Ensino, as opções marcadas são aceitáveis desde que nao proporcione sofrimento ao animal, considerando que pode haver desconforto e isso será apurado pela CEUA. Seria bom se o CONCEA proibisse métodos que usam GI 3 e 4",4,Sim,Insumos de pesquisa,,4,Nunca,Constantemente,Frequentemente,Frequentemente,Raramente,Frequentemente,Nunca,Sim,Constantemente,3,
292,True,Entre 41 e 50 anos,Feminino,Sudeste,SP,Paulínia,Catolicismo,2,Não,,CEUA da Embrapa Meio Ambiente,EMBRAPA_MEIO AMBIENTE,Embrapa Meio Ambiente,Chefia de Pesquisa e Desenvolvimento,Pública,Não sei dizer,Entre 5 e 9,Não sei dizer,2,Frequentemente,Nunca,Votação e consenso,Uma vez a cada dois meses,Não sei dizer,Sim,"Se a pessoa faz parte de uma organização protetora de animais, a meu ver ela estará mais apta a avaliar as condições em que os animais usados em experimentos estarão submetidos.",4,Não,"Seria melhor que a pessoa tivesse formação acadêmica. Porém a ética no uso de animais independe de formação teórica e/ou acadêmica, na minha opinião.",3,Biólogo (a),1,"Biologia, Ecologia",Ciências Biológicas; Ecologia,Doutorado,"Testes toxicológicos, Pesquisa aplicada",Vice-coordenador,4,De 2 anos a 2 anos e meio,2.25,,3,1,1,Etologia,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,3,4,Raramente,2,3,Não,"Hoje em dia há alternativas tecnológicas avançadas que substituem em muitos casos o uso de animais na experimentação. Sempre que for possível, é preciso avaliar alternativas para que se minimize ou se evite o uso de animais na experimentação.",2,4,"Que se avalie tecnicamente o uso e o número de animais requisitados (ex: redução do número de amostras e de indivíduos), estudar técnicas não invasivas e uso de anestésicos. Estudo de experimentos que utilizam células e tecidos, ao invés de animais, quando possível.",5,"Produção de alimentos/agropecuária, Testes de toxicidade",1,Não,Participantes de pesquisa,,4,Nunca,Constantemente,Nunca,Frequentemente,Nunca,Raramente,Raramente,Sim,Raramente,3,
293,True,Entre 41 e 50 anos,Masculino,Sudeste,SP,Santos,Sem religião,5,Não,,sem nome específico,USC,Universidade Santa Cecília,Centro institucional de pesquisa,Privada,"Sim, apenas titular",Entre 5 e 9,0,0,Raramente,Frequentemente,Votação e consenso,Uma vez a cada dois meses,Não,Não tenho opinião sobre isso,"Relatoria não é uma questão vital no processo, pois todos participam de forma equivalente.",7,Não,"Acredito não ser necessário, porém é evidente que um maior nível de instrução facilita as conversas e argumentações",3,Biólogo (a),1,Ciências Biológicas,Ciências Biológicas,Doutorado,Pesquisa básica,Não ocupo nenhuma função administrativa,2,Há menos de 6 meses,0.25,,5,4,4,"Bem-estar animal, Ética em pesquisa","Bem-estar animal, Ética animal","Bem-estar animal, Nenhuma dessas disciplinas",Não fiz essa modalidade acadêmica,"Bem-estar animal, Ética animal",4,4,Nunca,5,5,Não,"não vejo como ""mal necessário"". É importante e deve bem realizada.",1,0,Avaliação do conhecimento existente e dos objetivos propostos em relação ao número de animais utilizados e beneficiados,2,"Acredito que tudo pode ser aceitável desde que realizado de forma adequada (excetuando esportes, entretenimento e pesquisas militares)",3,Não,Objetos de pesquisa,,5,Nunca,Constantemente,Nunca,Frequentemente,Nunca,Nunca,Nunca,Sim,Nunca,4,"Infelizmente ainda considero as questões relativas a utilização de animais em pesquisas pouco divulgada em vista de sua importância. Órgãos de classe profissional são muito omissos nestas questões e especulações infundadas são muito divulgadas na mídia nacional. Poucas vezes vemos opiniões pautadas com razoabilidade, assim a discussão ainda é muito radical e pouco informativa. A burocratização de questões simples ainda ocorre com frequência... haja visto a existência de legislações municipais criadas sem o menor critério científico ser apresentado(ou seja, não é considerado ou pautado na hora de propor tal legislação). Neste sentido, acredito que estamos muito distantes de alcançar um patamar adequado para a utilização de animais, seja para quaisquer finalidade."
294,True,Entre 61 e 70 anos,Masculino,Sudeste,SP,São José dos Campos,Catolicismo,2,Não,,CEUA UNIVAP,UNIVAP,Universidade do Vale do Paraíba (univap),Instituto de Pesquisa e Desenvolvimento (IP&D),Privada,"Sim, titular e suplente",Entre 10 e 14,Não sei dizer,0,Constantemente,Não sei dizer,Votação e consenso,Uma vez por mês,Sim,Sim,"são pessoas que  tem interesse em proteger os animais, assumindo compromisso com a não violência  a ética no trato com  os mesmos.",5,Não,"Se tiverem formação acadêmica melhor sua atitude serão embasadas em ciências, ao passo que os não acadêmicos contam com o conhecimento prático e sua compreensão de mundo, mas estão vigilantes na busca do respeito pelos  animal.",3,Docente,3,Enfermeiro,Ciências da Saúde,Mestrado,Não uso animais,Não ocupo nenhuma função administrativa,2,Há menos de 6 meses,0.25,,5,4,1,"Bioética, Ética em pesquisa, Filosofia moral",Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,4,5,Nunca,2,3,Não,"Os animais são seres que sentem tanto como o animal humano,...",3,3,Que não haja conflito de interesse na avaliação e aprovação de estudos que envolva animais. Todos os estudos devem ser chancelados por órgãos como CEUA.,7,Só os estritamente necessários  seguindo todos os preceitos éticos.,3,Não,Participantes de pesquisa,,5,Não sei dizer,Constantemente,Nunca,Não sei dizer,Nunca,Nunca,Nunca,Sim,Não tenho opinião sobre isso,5,O CEUA de nossa instituição prima pelo bem estar animal e a ética nos estudos que envolvem animais
295,True,Entre 41 e 50 anos,Feminino,Sudeste,SP,Santos,Sem religião,5,Não,,Comitê de Ética em Pesquisa com uso de animais,UNISANTA,Universidade Santa Cecília - UNISANTA,Centro de Pesquisa,Privada,"Sim, titular e suplente",Não sei dizer,Não sei dizer,Não sei dizer,Raramente,Raramente,Votação e consenso,Uma vez por mês,Não,Não,"Acredito que os avaliadores devem ser docentes, extremamente ativos em pesquisa, com conhecimentos técnicos específicos e experientes em práticas e metodologias envolvidas nos projetos avaliados. Nem sempre os representantes das sociedades protetoras de animais tem formação e conhecimento pleno das normas, legislação e área científica das pesquisas analisadas.",1,Sim,A formação acadêmica científica é desejada para ampliar a contribuição nas avaliações dos projetos de pesquisa de maneira imparcial e técnica.,1,Bióloga/ pesquisadora/ docente,4,"Bióloga, mestre em ecologia e Dra. em Ambiente e Sociedade",Ciências Biológicas; Ecologia,Doutorado,Pesquisa aplicada,Não ocupo nenhuma função administrativa,2,Acima de 4 anos,3,3 anos,5,3,2,"Bioética, Ética em pesquisa",Ética em pesquisa,Ética em pesquisa,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,5,4,Raramente,5,5,Não,"É necessário, mas não é um mal. Os protocolos, normas e legislação existem justamente para garantir a ética na pesquisa e, consequentemente, o bem estar animal.",1,3,"Que o desenho experimental, número de amostras e animais, bem como, as metodologias empregadas sejam cuidadosamente definidos e aprovados pelos comitês. Acredito que já temos e podemos utilizar metodologias mais adequadas que reduzam os danos aos animais, assim como, as coletas de dados devam ser maximizadas, associando diferentes pesquisas, por exemplo, utilizando os mesmos animais (em casos, de animais abatidos).",2,"Produção de alimentos/agropecuária, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Zoológico, Pesquisas agropecuárias",0,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Raramente,Constantemente,Nunca,Nunca,Nunca,Sim,Não tenho opinião sobre isso,5,
296,True,Entre 41 e 50 anos,Feminino,Centro-oeste,MT,Cuiabá,Catolicismo,2,Não,,CEUA/SVC/IFMT,IFMT,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",Departamento de Pesquisa,Pública,"Sim, apenas titular",Entre 10 e 14,Entre 10 e 14,0,Nunca,Raramente,Votação e consenso,Uma vez por mês,Não,Sim,"Como representante da sociedade civil e membro efetivo da comissão, acho justa a participação e emissão de pareceres.",6,Não,Não entendo ser necessário um diploma de graduação para participação efetiva junto à comissão de ética.,3,Docente,3,Licenciada e bacharel em Ciências Biológicas,Ciências Biológicas,Mestrado,Não uso animais,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,3,3,3,"Bem-estar animal, Etologia, Ética em pesquisa, Direitos dos animais","Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Direitos dos animais",Bem-estar animal,"Etologia, Ética em pesquisa, Direitos dos animais","Etologia, Ética em pesquisa, Direitos dos animais",3,4,Frequentemente,2,3,Sim,"Infelizmente, ainda dependemos da utilização de animais em nossas atividades de ensino, pesquisa e extensão.",6,1,Que os resultados da pesquisa sejam fundamentais para resolução de determinadas situações que coloquem em risco a saúde humana e do ambiente.,3,"Produção de alimentos/agropecuária, Pesquisa aplicada, Ensino, Pesquisas agropecuárias",2,Sim,Participantes de pesquisa,,4,Raramente,Constantemente,Raramente,Frequentemente,Raramente,Raramente,Frequentemente,Sim,Frequentemente,3,
297,True,Entre 51 e 60 anos,Feminino,Sudeste,SP,São José do Rio Preto,Sem religião,5,Não,,CEUA - UNESP,UNESP_IBILCE,UNESP,"Instituto de Biociências, Letras e Ciências Exatas da UNESP",Pública,"Sim, titular e suplente",Entre 15 e 19,1,Não sei dizer,Raramente,Raramente,Votação e consenso,Uma vez por mês,Sim,Não,"É preciso conhecimento básico de Metodologia Científica e sobre Ciência, que geralmente não são condições prévias do representante de ONGs. No entanto, procuramos pessoas de ONGs que tenham esse conhecimento. Por exemplo, ex-alunos da UNESP.",1,Não,"Não é necessário formação, mas conhecimento sobre pesquisa científica e o valor desse processo.",3,Docente,3,Biologia,Ciências Biológicas,Livre docência,Pesquisa básica,Coordenador,1,De 2 anos a 2 anos e meio,2.25,,4,1,1,Nenhuma dessas disciplinas,Etologia,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,5,5,Constantemente,4,3,Sim,Ainda não temos substitutos para pesquisas com animais.,6,2,"Delineamentos adequados, pois metodologias equivocadas provocam morte e sofrimento de animais à toa. Não deve ser avaliada a importância do trabalho, pois isso muda de acordo com a época e o ponto de vista individual. Qualquer que seja o trabalho, os objetivos devem estar bem definidos e a metodologia correta.",2,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Zoológico, Pesquisas agropecuárias",2,Não,Objetos de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Raramente,Nunca,Nunca,Não,Nunca,5,Minha percepção sobre este questionário é a percepção de sofrimento animal. Como identificar se o sofrimento é maior ou menor?
298,True,Entre 41 e 50 anos,Feminino,Sudeste,SP,São Paulo,Religiões Afrobrasileiras,7,Não,,Instituto de Ensino e Pesquisa - Hospital Sírio-Libanês,HOSPITAL SIRIO LIBANÊS,Hospital Sírio-Libanês,Instituto de Ensino e Pesquisa,Privada,Não há representante da sociedade protetora de animais,Entre 10 e 14,4,6,Frequentemente,Raramente,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Sim,O representante pode juntamente com outro relator assumir a relatoria. Sempre os nossos protocolos de pesquisa são avaliados por dois relatores.,3,Sim,A formação acadêmica de nível superior facilitaria na interpretação e julgamento do protocolo de pesquisa.,1,Biólogo (a),1,Bióloga,Ciências Biológicas,Pós doutorado,"Pesquisa básica, Pesquisa aplicada",Não ocupo nenhuma função administrativa,2,Acima de 4 anos,9,Desde 2012,4,1,1,"Etologia, Nenhuma dessas disciplinas",Ética em pesquisa,"Bem-estar animal, Bioética",Não fiz essa modalidade acadêmica,"Bioética, Ética animal, Direitos dos animais",4,4,Raramente,4,4,Sim,"Drogas, vacinas e outros fármacos ainda precisam passar por animais antes de serem liberados para uso em humanos.",7,1,"O quanto esta pesquisa está próxima de uma aplicação na clínica, isso inclui clínica veterinária também, seria uma prerrogativa de benefício. Se a pesquisa ainda é muito distante da aplicação clínica, a mesma não deve ser realizada em animais de experimentação.",3,"Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino",4,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Nunca,Frequentemente,Nunca,Nunca,Nunca,Sim,Nunca,5,"No meu ponto de vista, dependendo do tamanho da Instituição a CEUA perde o controle de avaliar se o que foi submetido a CEUA é o que realmente está sendo realizado. Nós temos a vantagem de ter poucos projetos e cursos em andamento e temos um veterinário que faz parte da CEUA e está sempre acompanhando o desenvolvimento dos processos de pesquisa. Mas falta esse acompanhamento em grandes instituições."
299,True,Entre 41 e 50 anos,Masculino,Sul,RS,Santa Cruz do Sul,Catolicismo,2,Não,,CEUA UNISC - Universidade de Santa Cruz do Sul,UNISC,UNISC,PRÓ-REITORIA ACADÊMICA,Privada,"Sim, titular e suplente",Entre 5 e 9,0,0,Frequentemente,Raramente,Votação e consenso,Uma vez por mês,Sim,Sim,Acaba sendo um representante como outro qualquer.,6,Não,Nem sempre os membros de sociedades estão inseridos no meio acadêmico.,5,Docente,3,Odontologia - Patologia Oral,Odontologia; Patologia,Doutorado,Pesquisa básica,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,2,5,Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Ética animal","Bioética, Ética animal, Ética em pesquisa, Filosofia moral",Direitos dos animais,"Bioética, Ética animal, Ética em pesquisa, Filosofia moral",4,2,Raramente,3,5,Não,Parece um descaso o uso deste jargão.,1,1,Utilizar bom-senso.,1,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Pesquisa básica, Pesquisa aplicada, Zoológico, Pesquisas agropecuárias",0,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Não,Constantemente,5,Ótimo questionário.
